Product ID,Product Name,Category,Supplier Name,Unit Cost,Retail Price,Opening Stock,Units Sold,Closing Stock,Reorder Point,Stock Status
PRD-1749,Hand Cream,Beauty,Heritage Brands,10.3,18.32,481,72,409,69,In Stock
PRD-1750,Green Tea Bags,Grocery,Premier Merchandise,9.12,12.23,419,199,220,47,In Stock
PRD-1751,Highlighters,Office Supplies,National Supply Group,14.93,28.54,394,342,52,45,In Stock
PRD-1752,Bike Light,Sports & Outdoors,Heritage Brands,17.83,35.59,293,169,124,46,In Stock
PRD-1753,Tennis Grip Tape,Sports & Outdoors,Metro Distributors,13.91,19.83,306,242,64,73,Low Stock
PRD-1754,Smart Plug,Electronics,United Imports,13.25,19.98,40,17,23,5,In Stock
PRD-1755,Water Bottle,Sports & Outdoors,Premier Merchandise,8.87,16.47,69,21,48,17,In Stock
PRD-1756,Dried Fruit,Grocery,Metro Distributors,1.08,2.17,146,41,105,22,In Stock
PRD-1757,Plush Toy,Toys & Games,Global Source Direct,13.33,19.98,328,177,151,77,In Stock
PRD-1758,Pasta Sauce,Grocery,Coastal Trading,6.44,13.31,218,34,184,35,In Stock
PRD-1759,Canvas Belt,Clothing,Heritage Brands,23.68,46.94,143,84,59,21,In Stock
PRD-1760,Cotton Pads,Beauty,AllGoods Supply Co,10.93,16.35,457,248,209,47,In Stock
PRD-1761,Deodorant,Beauty,Summit Wholesale Inc,8.59,11.65,382,313,69,61,In Stock
PRD-1762,Power Bank,Electronics,National Supply Group,29.32,47.09,247,139,108,29,In Stock
PRD-1763,Wine Glasses,Home & Kitchen,Heritage Brands,2.9,4.55,392,49,343,65,In Stock
PRD-1764,Dry Shampoo,Beauty,National Supply Group,2.63,5.0,104,36,68,18,In Stock
PRD-1765,Hoodie,Clothing,Heritage Brands,33.29,51.54,427,376,51,69,Low Stock
PRD-1766,Board Game Classic,Toys & Games,Metro Distributors,9.68,20.88,270,231,39,47,Low Stock
PRD-1767,Hand Cream,Beauty,Premier Merchandise,6.26,12.45,240,66,174,44,In Stock
PRD-1768,Whistle,Sports & Outdoors,Pacific Wholesale,17.22,31.03,256,91,165,40,In Stock
PRD-1769,Polo Shirt,Clothing,Metro Distributors,18.16,36.76,72,26,46,16,In Stock
PRD-1770,Kitchen Towels,Home & Kitchen,National Supply Group,9.6,19.19,318,58,260,32,In Stock
PRD-1771,Golf Tees,Sports & Outdoors,Global Source Direct,19.4,25.52,201,48,153,44,In Stock
PRD-1772,Cotton Pads,Beauty,Premier Merchandise,8.86,12.62,44,15,29,7,In Stock
PRD-1773,File Folders,Office Supplies,National Supply Group,13.59,28.91,492,69,423,97,In Stock
PRD-1774,Dish Soap,Home & Kitchen,Pacific Wholesale,4.63,9.04,307,63,244,53,In Stock
PRD-1775,Slime Kit,Toys & Games,Metro Distributors,14.41,21.81,432,190,242,56,In Stock
PRD-1776,Deodorant,Beauty,Summit Wholesale Inc,11.65,20.25,411,363,48,48,Low Stock
PRD-1777,Whistle,Sports & Outdoors,Pacific Wholesale,22.38,33.46,112,70,42,17,In Stock
PRD-1778,Water Bottle,Sports & Outdoors,Global Source Direct,22.2,39.73,43,36,7,5,In Stock
PRD-1779,LED Desk Lamp,Electronics,Pacific Wholesale,24.12,51.72,262,222,40,51,Low Stock
PRD-1780,Green Tea Bags,Grocery,Summit Wholesale Inc,6.68,11.76,265,216,49,65,Low Stock
PRD-1781,Dried Fruit,Grocery,Pacific Wholesale,8.38,15.61,360,328,32,71,Low Stock
PRD-1782,Wine Glasses,Home & Kitchen,National Supply Group,26.11,52.8,179,49,130,37,In Stock
PRD-1783,Action Figure,Toys & Games,AllGoods Supply Co,8.69,18.8,104,11,93,24,In Stock
PRD-1784,Eye Mask,Beauty,Heritage Brands,16.68,35.89,323,208,115,39,In Stock
PRD-1785,Pasta Sauce,Grocery,National Supply Group,2.46,4.08,396,189,207,40,In Stock
PRD-1786,Yo-Yo,Toys & Games,Summit Wholesale Inc,10.96,23.12,295,266,29,34,Low Stock
PRD-1787,Canvas Belt,Clothing,AllGoods Supply Co,21.01,36.23,20,13,7,3,In Stock
PRD-1788,Green Tea Bags,Grocery,Premier Merchandise,2.85,4.62,228,187,41,25,In Stock
PRD-1789,Rice Crackers,Grocery,Metro Distributors,9.87,13.86,466,415,51,101,Low Stock
PRD-1790,Spice Rack,Home & Kitchen,Coastal Trading,29.22,39.61,337,276,61,73,Low Stock
PRD-1791,File Folders,Office Supplies,Metro Distributors,9.91,21.53,201,46,155,34,In Stock
PRD-1792,Coffee Mug Set,Home & Kitchen,Coastal Trading,12.36,17.5,471,435,36,93,Low Stock
PRD-1793,Screen Protector,Electronics,Pacific Wholesale,69.4,133.51,462,324,138,64,In Stock
PRD-1794,Dish Soap,Home & Kitchen,Summit Wholesale Inc,9.07,14.61,142,91,51,25,In Stock
PRD-1795,Action Figure,Toys & Games,Summit Wholesale Inc,21.16,32.83,482,150,332,108,In Stock
PRD-1796,Yoga Block,Sports & Outdoors,Heritage Brands,10.45,18.17,472,225,247,53,In Stock
PRD-1797,Bluetooth Adapter,Electronics,Coastal Trading,11.71,19.09,405,220,185,76,In Stock
PRD-1798,Utensil Set,Home & Kitchen,Metro Distributors,2.41,4.51,391,367,24,70,Low Stock
PRD-1799,Sticky Notes,Office Supplies,Metro Distributors,14.75,26.51,349,86,263,40,In Stock
PRD-1800,Coffee Mug Set,Home & Kitchen,Premier Merchandise,11.64,20.14,497,334,163,52,In Stock
PRD-1801,Stapler,Office Supplies,Premier Merchandise,0.66,1.28,443,260,183,98,In Stock
PRD-1802,Building Blocks,Toys & Games,Pacific Wholesale,6.22,11.66,215,117,98,34,In Stock
PRD-1803,Bubble Kit,Toys & Games,United Imports,16.27,25.13,373,231,142,65,In Stock
PRD-1804,Smart Plug,Electronics,Summit Wholesale Inc,38.93,84.78,220,24,196,39,In Stock
PRD-1805,Body Mist,Beauty,AllGoods Supply Co,13.31,24.5,372,201,171,86,In Stock
PRD-1806,Tennis Grip Tape,Sports & Outdoors,Pacific Wholesale,20.79,43.84,71,57,14,7,In Stock
PRD-1807,Swim Cap,Sports & Outdoors,Global Source Direct,22.82,34.7,293,200,93,36,In Stock
PRD-1808,Green Tea Bags,Grocery,Metro Distributors,2.62,5.02,161,120,41,39,In Stock
PRD-1809,Dish Soap,Home & Kitchen,United Imports,23.24,36.06,115,56,59,22,In Stock
PRD-1810,Dried Fruit,Grocery,Premier Merchandise,2.59,5.19,305,145,160,74,In Stock
PRD-1811,Coloring Set,Toys & Games,Pacific Wholesale,17.03,31.5,457,428,29,55,Low Stock
PRD-1812,HDMI Cable,Electronics,National Supply Group,73.22,104.14,251,65,186,31,In Stock
PRD-1813,Bike Light,Sports & Outdoors,Global Source Direct,18.2,28.44,204,188,16,43,Low Stock
PRD-1814,Linen Shorts,Clothing,Premier Merchandise,19.19,33.35,189,153,36,40,Low Stock
PRD-1815,Paper Clips,Office Supplies,Metro Distributors,4.81,9.86,379,212,167,55,In Stock
PRD-1816,Granola Bars,Grocery,Coastal Trading,5.71,10.97,304,160,144,46,In Stock
PRD-1817,Power Bank,Electronics,National Supply Group,44.31,78.21,335,46,289,78,In Stock
PRD-1818,Desk Organizer,Office Supplies,Summit Wholesale Inc,5.55,7.38,323,156,167,65,In Stock
PRD-1819,Serving Tray,Home & Kitchen,Heritage Brands,27.93,54.07,181,148,33,31,In Stock
PRD-1820,Notebook A5,Office Supplies,Coastal Trading,7.8,13.91,25,21,4,2,In Stock
PRD-1821,Action Figure,Toys & Games,Coastal Trading,22.1,31.97,335,80,255,60,In Stock
PRD-1822,Smart Plug,Electronics,Summit Wholesale Inc,29.71,46.01,234,160,74,30,In Stock
PRD-1823,Power Bank,Electronics,Coastal Trading,23.43,37.9,112,92,20,17,In Stock
PRD-1824,Spice Rack,Home & Kitchen,Global Source Direct,4.43,8.51,445,198,247,69,In Stock
PRD-1825,Deodorant,Beauty,Coastal Trading,1.48,2.94,157,47,110,17,In Stock
PRD-1826,Plush Toy,Toys & Games,Premier Merchandise,7.87,16.57,298,255,43,42,In Stock
PRD-1827,Bubble Kit,Toys & Games,National Supply Group,17.67,26.49,70,62,8,13,Low Stock
PRD-1828,Tape Dispenser,Office Supplies,Global Source Direct,4.37,9.6,83,21,62,15,In Stock
PRD-1829,Whistle,Sports & Outdoors,Heritage Brands,23.24,34.14,361,234,127,77,In Stock
PRD-1830,Bluetooth Adapter,Electronics,United Imports,78.65,130.46,297,118,179,40,In Stock
PRD-1831,Power Bank,Electronics,National Supply Group,16.94,23.39,78,71,7,14,Low Stock
PRD-1832,Denim Jeans,Clothing,Coastal Trading,12.45,17.59,226,67,159,37,In Stock
PRD-1833,Paper Clips,Office Supplies,Coastal Trading,2.75,5.12,196,55,141,43,In Stock
PRD-1834,Basic T-Shirt,Clothing,National Supply Group,21.93,30.94,381,143,238,82,In Stock
PRD-1835,Granola Bars,Grocery,Global Source Direct,5.53,7.51,289,86,203,58,In Stock
PRD-1836,Instant Oatmeal,Grocery,Premier Merchandise,6.23,11.35,126,69,57,14,In Stock
PRD-1837,Kitchen Towels,Home & Kitchen,Coastal Trading,28.02,51.32,478,135,343,68,In Stock
PRD-1838,Deodorant,Beauty,Metro Distributors,5.44,8.21,108,12,96,26,In Stock
PRD-1839,Resistance Band,Sports & Outdoors,National Supply Group,16.9,30.81,22,11,11,2,In Stock
PRD-1840,Canvas Belt,Clothing,United Imports,15.93,30.56,366,37,329,47,In Stock
PRD-1841,Instant Oatmeal,Grocery,Summit Wholesale Inc,2.18,4.68,229,98,131,27,In Stock
PRD-1842,Canvas Belt,Clothing,Coastal Trading,12.67,24.7,363,216,147,56,In Stock
PRD-1843,Deodorant,Beauty,Heritage Brands,17.37,28.83,165,151,14,23,Low Stock
PRD-1844,Yoga Block,Sports & Outdoors,Heritage Brands,16.68,30.78,454,252,202,84,In Stock
PRD-1845,Baseball Cap,Clothing,Pacific Wholesale,9.84,20.27,41,35,6,5,In Stock
PRD-1846,Building Blocks,Toys & Games,Premier Merchandise,6.32,10.55,478,103,375,104,In Stock
PRD-1847,Yoga Block,Sports & Outdoors,Heritage Brands,14.88,27.54,290,102,188,70,In Stock
PRD-1848,Granola Bars,Grocery,Global Source Direct,1.8,2.86,267,246,21,49,Low Stock
PRD-1849,Denim Jeans,Clothing,Global Source Direct,13.68,27.78,151,69,82,18,In Stock
PRD-1850,Lip Balm,Beauty,Pacific Wholesale,11.84,25.48,154,112,42,27,In Stock
PRD-1851,Running Socks,Clothing,Summit Wholesale Inc,4.71,8.82,101,62,39,12,In Stock
PRD-1852,Lip Balm,Beauty,Pacific Wholesale,11.94,22.42,48,8,40,11,In Stock
PRD-1853,Olive Oil,Grocery,Heritage Brands,3.85,7.34,445,54,391,92,In Stock
PRD-1854,Storage Container,Home & Kitchen,Coastal Trading,7.07,14.34,418,188,230,57,In Stock
PRD-1855,Canvas Belt,Clothing,Heritage Brands,5.43,8.13,387,196,191,78,In Stock
PRD-1856,Eye Mask,Beauty,Summit Wholesale Inc,5.49,8.19,408,265,143,86,In Stock
PRD-1857,Camp Mug,Sports & Outdoors,United Imports,11.81,21.63,457,144,313,71,In Stock
PRD-1858,Board Game Classic,Toys & Games,Heritage Brands,23.0,36.14,265,53,212,26,In Stock
PRD-1859,Binder Clips,Office Supplies,Premier Merchandise,2.52,4.26,145,127,18,20,Low Stock
PRD-1860,Rice Crackers,Grocery,Premier Merchandise,3.94,6.91,407,156,251,71,In Stock
PRD-1861,Paper Clips,Office Supplies,National Supply Group,14.24,19.17,327,63,264,58,In Stock
PRD-1862,Baking Sheet,Home & Kitchen,Metro Distributors,24.42,44.04,497,384,113,66,In Stock
PRD-1863,Resistance Band,Sports & Outdoors,Heritage Brands,11.43,21.94,418,181,237,75,In Stock
PRD-1864,Zip Jacket,Clothing,Pacific Wholesale,4.74,9.63,431,337,94,50,In Stock
PRD-1865,Bike Light,Sports & Outdoors,Pacific Wholesale,11.86,24.73,323,43,280,55,In Stock
PRD-1866,USB Cable,Electronics,Global Source Direct,4.47,7.99,366,130,236,77,In Stock
PRD-1867,Slime Kit,Toys & Games,Premier Merchandise,18.2,35.28,460,376,84,111,Low Stock
PRD-1868,Cotton Pads,Beauty,Heritage Brands,1.03,1.58,273,179,94,61,In Stock
PRD-1869,Yoga Block,Sports & Outdoors,Heritage Brands,8.41,12.45,361,327,34,58,Low Stock
PRD-1870,Olive Oil,Grocery,AllGoods Supply Co,10.72,14.34,447,227,220,98,In Stock
PRD-1871,Screen Protector,Electronics,Summit Wholesale Inc,30.85,55.56,130,84,46,30,In Stock
PRD-1872,Tennis Grip Tape,Sports & Outdoors,Summit Wholesale Inc,21.06,42.71,95,45,50,14,In Stock
PRD-1873,Tennis Grip Tape,Sports & Outdoors,AllGoods Supply Co,12.99,22.83,484,130,354,78,In Stock
PRD-1874,Nail File Set,Beauty,AllGoods Supply Co,17.16,32.72,247,47,200,25,In Stock
PRD-1875,Linen Shorts,Clothing,Global Source Direct,18.28,33.93,374,240,134,73,In Stock
PRD-1876,Storage Container,Home & Kitchen,Premier Merchandise,10.5,15.85,426,292,134,88,In Stock
PRD-1877,Nail File Set,Beauty,National Supply Group,13.33,24.48,382,231,151,63,In Stock
PRD-1878,Whistle,Sports & Outdoors,United Imports,13.4,28.1,118,104,14,18,Low Stock
PRD-1879,Honey Jar,Grocery,Premier Merchandise,8.65,15.99,347,64,283,54,In Stock
PRD-1880,Green Tea Bags,Grocery,Coastal Trading,4.54,6.49,242,197,45,37,In Stock
PRD-1881,Yo-Yo,Toys & Games,Global Source Direct,2.5,4.59,355,156,199,54,In Stock
PRD-1882,Kitchen Towels,Home & Kitchen,Heritage Brands,19.35,41.71,299,185,114,41,In Stock
PRD-1883,Wireless Earbuds,Electronics,National Supply Group,33.92,61.59,291,220,71,35,In Stock
PRD-1884,Slime Kit,Toys & Games,Pacific Wholesale,23.79,51.96,326,122,204,40,In Stock
PRD-1885,Hoodie,Clothing,Premier Merchandise,20.23,43.8,347,134,213,82,In Stock
PRD-1886,Body Mist,Beauty,United Imports,1.71,3.72,440,351,89,75,In Stock
PRD-1887,Dry Shampoo,Beauty,Coastal Trading,11.53,24.14,95,78,17,22,Low Stock
PRD-1888,Yo-Yo,Toys & Games,Heritage Brands,10.74,14.08,391,206,185,58,In Stock
PRD-1889,Rice Crackers,Grocery,Summit Wholesale Inc,8.7,15.08,433,252,181,93,In Stock
PRD-1890,Tennis Grip Tape,Sports & Outdoors,United Imports,19.91,41.61,73,16,57,9,In Stock
PRD-1891,Cutting Board,Home & Kitchen,AllGoods Supply Co,23.57,35.64,256,240,16,42,Low Stock
PRD-1892,Storage Container,Home & Kitchen,National Supply Group,28.82,45.98,34,23,11,5,In Stock
PRD-1893,Nail File Set,Beauty,AllGoods Supply Co,15.03,23.18,331,235,96,55,In Stock
PRD-1894,Spice Rack,Home & Kitchen,Heritage Brands,2.88,4.85,63,13,50,6,In Stock
PRD-1895,Bike Light,Sports & Outdoors,United Imports,8.35,15.83,440,145,295,80,In Stock
PRD-1896,Dried Fruit,Grocery,Global Source Direct,2.77,5.73,183,47,136,36,In Stock
PRD-1897,Power Bank,Electronics,Global Source Direct,38.83,77.26,372,311,61,57,In Stock
PRD-1898,Dry Shampoo,Beauty,Summit Wholesale Inc,2.28,3.39,199,66,133,45,In Stock
PRD-1899,Power Bank,Electronics,Heritage Brands,7.6,13.42,436,138,298,97,In Stock
PRD-1900,HDMI Cable,Electronics,National Supply Group,49.88,80.04,210,57,153,28,In Stock
PRD-1901,Zip Jacket,Clothing,Coastal Trading,14.82,29.18,50,27,23,11,In Stock
PRD-1902,Binder Clips,Office Supplies,Premier Merchandise,5.38,10.07,159,21,138,17,In Stock
PRD-1903,Yoga Block,Sports & Outdoors,Premier Merchandise,14.66,25.45,166,150,16,35,Low Stock
PRD-1904,Screen Protector,Electronics,Premier Merchandise,7.86,12.78,338,296,42,34,In Stock
PRD-1905,Denim Jeans,Clothing,Pacific Wholesale,19.43,30.49,428,302,126,46,In Stock
PRD-1906,Golf Tees,Sports & Outdoors,Premier Merchandise,11.09,23.91,467,376,91,76,In Stock
PRD-1907,File Folders,Office Supplies,Metro Distributors,0.7,1.27,156,123,33,33,Low Stock
PRD-1908,Dried Fruit,Grocery,Premier Merchandise,5.68,9.07,196,97,99,24,In Stock
PRD-1909,Granola Bars,Grocery,Summit Wholesale Inc,8.27,17.14,298,241,57,35,In Stock
PRD-1910,Hiking Socks,Sports & Outdoors,Coastal Trading,1.96,2.95,97,10,87,10,In Stock
PRD-1911,Lip Balm,Beauty,Metro Distributors,5.02,7.14,100,74,26,12,In Stock
PRD-1912,HDMI Cable,Electronics,Premier Merchandise,59.73,103.4,258,232,26,37,Low Stock
PRD-1913,Action Figure,Toys & Games,Pacific Wholesale,7.25,10.58,497,380,117,53,In Stock
PRD-1914,Cutting Board,Home & Kitchen,Premier Merchandise,3.63,5.89,308,263,45,48,Low Stock
PRD-1915,Beanie Hat,Clothing,Global Source Direct,23.36,47.81,300,66,234,31,In Stock
PRD-1916,Resistance Band,Sports & Outdoors,Metro Distributors,5.34,11.13,410,175,235,62,In Stock
PRD-1917,Tape Dispenser,Office Supplies,Heritage Brands,3.83,6.14,71,61,10,14,Low Stock
PRD-1918,USB Cable,Electronics,Premier Merchandise,39.8,54.47,328,237,91,54,In Stock
PRD-1919,Utensil Set,Home & Kitchen,Heritage Brands,11.85,22.38,226,174,52,41,In Stock
PRD-1920,Stapler,Office Supplies,Pacific Wholesale,1.67,2.77,422,324,98,86,In Stock
PRD-1921,Baking Sheet,Home & Kitchen,Global Source Direct,11.45,22.62,113,106,7,25,Low Stock
PRD-1922,Baking Sheet,Home & Kitchen,Summit Wholesale Inc,14.4,30.84,233,175,58,40,In Stock
PRD-1923,Spice Rack,Home & Kitchen,Summit Wholesale Inc,5.8,12.41,435,402,33,86,Low Stock
PRD-1924,Zip Jacket,Clothing,United Imports,31.92,63.84,434,78,356,47,In Stock
PRD-1925,Trail Mix,Grocery,Premier Merchandise,10.48,15.08,405,140,265,44,In Stock
PRD-1926,Spice Rack,Home & Kitchen,Heritage Brands,8.65,13.72,463,112,351,59,In Stock
PRD-1927,USB Cable,Electronics,Summit Wholesale Inc,30.55,48.57,171,76,95,21,In Stock
PRD-1928,Yoga Block,Sports & Outdoors,Heritage Brands,6.88,12.41,471,130,341,90,In Stock
PRD-1929,Green Tea Bags,Grocery,Global Source Direct,9.31,17.27,373,197,176,38,In Stock
PRD-1930,Trail Mix,Grocery,United Imports,4.15,7.02,391,56,335,78,In Stock
PRD-1931,Dish Soap,Home & Kitchen,Heritage Brands,3.14,6.34,247,83,164,57,In Stock
PRD-1932,Rice Crackers,Grocery,AllGoods Supply Co,10.45,14.7,448,417,31,102,Low Stock
PRD-1933,Granola Bars,Grocery,Heritage Brands,7.73,13.75,55,42,13,6,In Stock
PRD-1934,Face Wash,Beauty,National Supply Group,3.96,6.32,233,123,110,36,In Stock
PRD-1935,Green Tea Bags,Grocery,Coastal Trading,10.32,19.71,160,45,115,25,In Stock
PRD-1936,Cotton Pads,Beauty,Metro Distributors,12.94,24.49,166,47,119,34,In Stock
PRD-1937,Cotton Pads,Beauty,Heritage Brands,13.62,25.36,92,67,25,17,In Stock
PRD-1938,Running Socks,Clothing,Global Source Direct,21.08,43.85,93,53,40,11,In Stock
PRD-1939,Slime Kit,Toys & Games,Summit Wholesale Inc,3.9,7.15,499,180,319,66,In Stock
PRD-1940,Paper Clips,Office Supplies,Premier Merchandise,8.91,13.27,273,185,88,48,In Stock
PRD-1941,Dry Shampoo,Beauty,Global Source Direct,15.95,34.3,297,140,157,66,In Stock
PRD-1942,Spice Rack,Home & Kitchen,National Supply Group,10.95,21.56,446,122,324,68,In Stock
PRD-1943,Plush Toy,Toys & Games,Summit Wholesale Inc,17.86,31.37,58,9,49,12,In Stock
PRD-1944,Highlighters,Office Supplies,United Imports,13.27,24.83,346,58,288,82,In Stock
PRD-1945,Card Deck,Toys & Games,United Imports,13.35,27.84,126,53,73,27,In Stock
PRD-1946,Canned Soup,Grocery,Pacific Wholesale,5.93,10.28,211,88,123,37,In Stock
PRD-1947,Bluetooth Adapter,Electronics,Global Source Direct,22.56,43.91,159,87,72,25,In Stock
PRD-1948,Beanie Hat,Clothing,United Imports,30.0,55.75,329,56,273,35,In Stock
PRD-1949,Pasta Sauce,Grocery,United Imports,11.35,15.94,126,70,56,23,In Stock
PRD-1950,Bluetooth Adapter,Electronics,Pacific Wholesale,8.05,13.63,115,105,10,23,Low Stock
PRD-1951,Highlighters,Office Supplies,United Imports,0.52,1.07,331,59,272,47,In Stock
PRD-1952,Cutting Board,Home & Kitchen,United Imports,27.24,52.15,53,19,34,8,In Stock
PRD-1953,Phone Case,Electronics,Premier Merchandise,74.17,143.83,489,187,302,51,In Stock
PRD-1954,Building Blocks,Toys & Games,AllGoods Supply Co,12.12,24.34,293,231,62,45,In Stock
PRD-1955,Tennis Grip Tape,Sports & Outdoors,United Imports,20.17,41.49,231,155,76,40,In Stock
PRD-1956,Binder Clips,Office Supplies,United Imports,10.05,14.57,197,74,123,43,In Stock
PRD-1957,Zip Jacket,Clothing,Summit Wholesale Inc,31.3,41.23,97,61,36,23,In Stock
PRD-1958,Puzzle 500pc,Toys & Games,Metro Distributors,24.57,43.9,289,206,83,42,In Stock
PRD-1959,Honey Jar,Grocery,Summit Wholesale Inc,2.67,5.83,124,77,47,12,In Stock
PRD-1960,Baseball Cap,Clothing,Coastal Trading,30.03,45.62,367,244,123,66,In Stock
PRD-1961,Kitchen Towels,Home & Kitchen,Heritage Brands,26.83,52.63,358,269,89,36,In Stock
PRD-1962,Board Game Classic,Toys & Games,Heritage Brands,7.49,13.35,491,237,254,103,In Stock
PRD-1963,Dried Fruit,Grocery,Metro Distributors,3.31,6.9,401,289,112,82,In Stock
PRD-1964,Serving Tray,Home & Kitchen,Premier Merchandise,10.82,22.98,57,44,13,8,In Stock
PRD-1965,Highlighters,Office Supplies,Pacific Wholesale,10.09,21.09,407,218,189,87,In Stock
PRD-1966,Eye Mask,Beauty,Coastal Trading,18.16,30.72,219,151,68,30,In Stock
PRD-1967,Tape Dispenser,Office Supplies,Global Source Direct,11.51,19.61,143,46,97,21,In Stock
PRD-1968,Trail Mix,Grocery,Global Source Direct,2.05,2.68,88,21,67,9,In Stock
PRD-1969,Ballpoint Pens,Office Supplies,Heritage Brands,8.65,17.45,467,88,379,92,In Stock
PRD-1970,Power Bank,Electronics,AllGoods Supply Co,65.02,127.42,116,23,93,26,In Stock
PRD-1971,Baseball Cap,Clothing,AllGoods Supply Co,11.13,24.2,475,422,53,87,Low Stock
PRD-1972,Bluetooth Adapter,Electronics,United Imports,28.54,41.86,209,45,164,29,In Stock
PRD-1973,Notebook A5,Office Supplies,Coastal Trading,9.04,13.11,410,119,291,44,In Stock
PRD-1974,HDMI Cable,Electronics,United Imports,73.68,145.51,235,88,147,55,In Stock
PRD-1975,Hand Cream,Beauty,Heritage Brands,14.13,18.79,253,215,38,59,Low Stock
PRD-1976,Golf Tees,Sports & Outdoors,AllGoods Supply Co,8.6,18.34,56,8,48,12,In Stock
PRD-1977,Rice Crackers,Grocery,United Imports,5.19,11.39,233,25,208,29,In Stock
PRD-1978,Cotton Pads,Beauty,National Supply Group,7.7,14.41,37,31,6,4,In Stock
PRD-1979,Ballpoint Pens,Office Supplies,Metro Distributors,12.87,23.12,377,276,101,84,In Stock
PRD-1980,Basic T-Shirt,Clothing,Pacific Wholesale,18.98,33.95,114,34,80,25,In Stock
PRD-1981,Trail Mix,Grocery,Heritage Brands,3.41,6.3,62,9,53,7,In Stock
PRD-1982,Binder Clips,Office Supplies,Heritage Brands,5.76,9.38,308,112,196,70,In Stock
PRD-1983,Hand Cream,Beauty,Heritage Brands,2.26,4.51,439,261,178,84,In Stock
PRD-1984,Camp Mug,Sports & Outdoors,United Imports,10.71,15.66,273,232,41,27,In Stock
PRD-1985,Baking Sheet,Home & Kitchen,National Supply Group,2.66,5.07,150,67,83,15,In Stock
PRD-1986,Sticky Notes,Office Supplies,Global Source Direct,5.46,10.76,285,48,237,47,In Stock
PRD-1987,Bubble Kit,Toys & Games,Summit Wholesale Inc,9.4,14.52,154,135,19,26,Low Stock
PRD-1988,Resistance Band,Sports & Outdoors,Global Source Direct,20.06,40.63,313,89,224,43,In Stock
PRD-1989,Hand Cream,Beauty,National Supply Group,7.78,11.35,398,230,168,80,In Stock
PRD-1990,Highlighters,Office Supplies,Summit Wholesale Inc,12.46,20.79,49,30,19,11,In Stock
PRD-1991,Dish Soap,Home & Kitchen,United Imports,9.05,19.52,328,233,95,60,In Stock
PRD-1992,Water Bottle,Sports & Outdoors,Pacific Wholesale,13.18,19.72,379,161,218,39,In Stock
PRD-1993,Bubble Kit,Toys & Games,National Supply Group,11.68,19.76,355,176,179,83,In Stock
PRD-1994,LED Desk Lamp,Electronics,Heritage Brands,40.42,82.35,51,17,34,10,In Stock
PRD-1995,Canvas Belt,Clothing,Global Source Direct,8.01,10.74,451,206,245,101,In Stock
PRD-1996,Slime Kit,Toys & Games,Summit Wholesale Inc,14.4,19.26,25,12,13,2,In Stock
PRD-1997,Utensil Set,Home & Kitchen,United Imports,3.64,5.04,175,96,79,28,In Stock
PRD-1998,Wireless Earbuds,Electronics,Heritage Brands,13.85,21.3,147,66,81,21,In Stock
PRD-1999,Hand Cream,Beauty,Pacific Wholesale,17.47,24.42,144,124,20,18,In Stock
PRD-2000,Card Deck,Toys & Games,Metro Distributors,2.58,5.05,134,78,56,24,In Stock
